5, Touch, 936.969, 278.9978
1718, Touch, 1142.926, 325.9973
1844, Drop, 1
4257, Drop, 2
4353, Touch, 1420.9003, 721.9995
5285, Touch, 1609.92, 705.98145
5927, Drop, 3
6357, Drop, 4
6495, Touch, 1037.915, 84.01245
7362, Fight, 10
7776, Touch, 2042.904, 839.0039
10221, Fight, 20
10934, Drop, 5
11769, Fight, 30
11945, Fight, 40
12222, Touch, 1244.7965, 792.99316
13300, Touch, 768.9514, 724.9988
14411, Touch, 256.97205, 654.0051
15166, Touch, 259.953, 308.0017
15200, Fight, 50
22326, Touch, 466.92627, 174.02344
22399, Drop, 6
22882, Drop, 7
23011, Touch, 466.92627, 174.02344
23719, Touch, 791.91833, 749.9817
24839, Touch, 1475.9125, 642.9968
25638, Touch, 1567.9156, 634.9878
25798, Touch, 1567.9156, 634.9878
26430, Touch, 1447.9321, 780.0073
26504, Fight, 60
27135, Touch, 1135.9479, 951.9873
27169, Fight, 70
27273, Fight, 80
27400, Drop, 8
27864, Touch, 1290.9576, 704.0039
28400, Touch, 1290.9576, 704.0039
29150, Touch, 1544.9487, 716.98975
29916, Touch, 1531.9409, 810.0
30682, Touch, 1421.9165, 851.98975
31009, Drop, 9
31108, Drop, 10
31115, Fight, 90
31515, Touch, 737.92236, 881.9824
32507, Touch, 332.98645, 513.99536
33172, Touch, 629.9304, 215.02441
33547, Fight, 100
33952, Fight, 110
34202, Touch, 948.9606, 85.00122
35078, Touch, 346.94275, 548.9978
36849, Touch, 763.938, 889.0027
36989, Fight, 120
37673, Fight, 130
37917, Drop, 11
38238, Touch, 458.9319, 225.99976
39237, Fight, 140
39383, Drop, 12
39808, Drop, 13
39831, Touch, 965.9656, 156.02783
40598, Drop, 14
40901, Touch, 443.95935, 358.0005
41756, Drop, 15
41992, Fight, 150
42264, Touch, 1640.9491, 221.02295
43105, Drop, 16
44625, Fight, 160
44968, Touch, 1593.9313, 587.9883
45840, Touch, 1441.9025, 72.01538
46442, Fight, 170
46563, Drop, 17
46907, Fight, 180
47168, Touch, 1260.9448, 724.01
47896, Drop, 18
48041, Touch, 1260.9448, 724.01
48959, Touch, 1260.9448, 724.01
49294, Drop, 19
49425, Touch, 1260.9448, 724.01
50128, Drop, 20
52138, Fight, 190
52663, Fight, 200
53195, Fight, 210
53569, Fight, 220
55319, Fight, 230
56224, Fight, 240
57474, Drop, 21
58212, Fight, 250
60657, Fight, 260
61270, Fight, 270
61636, Fight, 280
62487, Fight, 290
63559, Drop, 22
65178, Fight, 300
65645, Fight, 310
66659, Fight, 320
66769, Fight, 330
66996, Drop, 23
67442, Fight, 340
68054, Fight, 350
70185, Fight, 360
71056, Fight, 370
71788, Drop, 24
73655, Fight, 380
74359, Fight, 390
74974, Fight, 400
75066, Drop, 25
76126, Drop, 26
76757, Fight, 410
77904, Fight, 420
79126, Fight, 430
79329, Drop, 27
81033, Drop, 28
81146, Fight, 440
81343, Fight, 450
81957, Drop, 29
81958, Drop, 30
82327, Fight, 460
82998, Fight, 470
83341, Fight, 480
84940, Drop, 31
85623, Drop, 32
86327, Fight, 490
88111, Drop, 33
88729, Fight, 500
89409, Fight, 510
89850, Fight, 520
90205, Fight, 530
90774, Touch, 767.42706, 415.49744
91125, Touch, 767.9352, 416.99707
91461, Drop, 34
91814, Touch, 692.937, 355.00122
92221, Fight, 540
92332, Touch, 692.937, 355.00122
93108, Touch, 1011.96716, 160.01587
93778, Touch, 1496.9147, 292.0166
94657, Touch, 917.9315, 292.0166
95225, Drop, 35
95578, Touch, 1100.9216, 302.99194
96331, Touch, 907.90466, 340.99365
96672, Fight, 550
97053, Touch, 629.9304, 460.00854
97570, Drop, 36
97647, Touch, 488.9447, 801.0022
98234, Fight, 560
98503, Touch, 1190.9601, 578.0017
99205, Touch, 1577.9425, 224.02222
100326, Touch, 1659.9188, 519.9939
101041, Touch, 1664.9323, 757.9907
102170, Touch, 1785.932, 522.99316
103685, Touch, 1758.9001, 422.9956
104225, Drop, 37
104522, Fight, 570
104614, Fight, 580
104728, Touch, 1758.9001, 422.9956
105564, Touch, 1434.9243, 205.00488
106167, Drop, 38
106169, Fight, 590
106482, Touch, 1344.9536, 680.00977
107261, Touch, 746.933, 886.9922
108212, Touch, 873.9624, 906.9983
108389, Fight, 600
108657, Fight, 610
109053, Touch, 1033.9178, 884.9817
109276, Fight, 620
110015, Touch, 1192.9248, 845.00244
110945, Touch, 442.9431, 563.99414
111742, Fight, 630
111974, Touch, 309.95178, 287.00684
113930, Drop, 39
114050, Touch, 770.91614, 930.99243
115165, Touch, 1353.8965, 959.99634
115336, Drop, 40
115337, Fight, 640
115862, Drop, 41
116273, Touch, 1821.9067, 640.9863
116597, Fight, 650
117214, Touch, 1669.9457, 181.99951
118463, Touch, 459.94812, 278.00903
119799, Touch, 291.93054, 446.98975
120876, Fight, 660
121534, Touch, 306.97083, 827.00684
123131, Fight, 670
123425, Touch, 128.99414, 369.99756
124539, Fight, 680
124818, Fight, 690
125074, Drop, 42
125406, Fight, 700
125665, Touch, 1635.9357, 184.99878
126407, Drop, 43
127138, Touch, 1544.9487, 179.00024
127483, Drop, 44
127575, Fight, 710
129185, Touch, 1855.9167, 352.00195
129807, Fight, 720
130578, Touch, 1855.9167, 352.00195
131076, Fight, 730
131776, Touch, 1879.8999, 645.9961
132890, Touch, 1879.8999, 645.9961
133306, Fight, 740
133863, Fight, 750
134088, Touch, 1683.902, 466.99585
134409, Drop, 45
135059, Touch, 770.91614, 219.01245
136201, Touch, 437.9297, 352.00195
137057, Fight, 760
140280, Drop, 46
141774, Fight, 770
142275, Fight, 780
142902, Fight, 790
143592, Fight, 800
144748, Drop, 47
145397, Drop, 48
146275, Drop, 49
146841, Drop, 50
146841, Fight, 810
149259, Fight, 820
151406, Drop, 51
152419, Drop, 52
153046, Drop, 53
155084, Fight, 830
155283, Fight, 840
156635, Fight, 850
156793, Drop, 54
156793, Drop, 55
158524, Fight, 860
158976, Drop, 56
159524, Drop, 57
159887, Fight, 870
161946, Fight, 880
164939, Fight, 890
165359, Drop, 58
165653, Drop, 59
166759, Drop, 60
167509, Drop, 61
168709, Fight, 900
168790, Drop, 62
169177, Fight, 910
170040, Drop, 63
170669, Drop, 64
171209, Drop, 65
171866, Drop, 66
172741, Fight, 920
173660, Fight, 930
174407, Fight, 940
175368, Drop, 67
175872, Drop, 68
176289, Fight, 950
177522, Fight, 960
177909, Drop, 69
178371, Drop, 70
179443, Drop, 71
180309, Drop, 72
181009, Fight, 970
182357, Fight, 980
183092, Drop, 73
183390, Drop, 74
184254, Fight, 990
184996, Drop, 75
185927, Fight, 1000
186667, Drop, 76
186668, Fight, 1010
186754, Drop, 77
187491, Drop, 78
187668, Drop, 79
188272, Fight, 1020
189517, Touch, 1408.9087, 689.9852
189868, Touch, 1408.9087, 689.99634
190508, Touch, 1800.9045, 739.9951
191240, Touch, 1800.9045, 739.9951
192039, Touch, 1546.9135, 895.0012
192542, Drop, 80
192726, Drop, 81
192880, Touch, 1546.9135, 895.0012
193355, Touch, 1546.9135, 895.0012
193907, Touch, 1546.9135, 895.0012
194700, Fight, 1030
195029, Touch, 1337.9077, 855.9778
195801, Touch, 1565.9509, 508.9856
195998, Fight, 1040
196808, Touch, 602.9663, 274.021
198045, Touch, 509.9469, 675.0
199108, Drop, 82
199393, Touch, 362.93152, 787.9834
200518, Fight, 1050
200562, Touch, 427.97058, 845.00244
201199, Drop, 83
201345, Fight, 1060
201666, Fight, 1070
201789, Touch, 1344.9536, 578.0017
202553, Touch, 771.9324, 434.0039
203642, Touch, 773.96484, 310.0122
204038, Drop, 84
204205, Fight, 1080
204379, Touch, 1088.93, 246.99463
204798, Drop, 85
205132, Touch, 1088.93, 246.99463
205597, Fight, 1090
205757, Touch, 1088.93, 246.99463
206586, Touch, 480.95032, 555.9851
207708, Touch, 438.94592, 463.99658
208542, Fight, 1100
209007, Touch, 1391.9037, 113.01636
209397, Fight, 1110
209674, Fight, 1120
210339, Drop, 86
210611, Touch, 1062.9144, 206.02661
210825, Drop, 87
210990, Fight, 1130
211525, Touch, 771.9324, 577.01294
213906, Drop, 88
214627, Drop, 89
215680, Drop, 90
216945, Drop, 91
219158, Drop, 92
219278, Fight, 1140
219783, Fight, 1150
220444, Fight, 1160
221309, Fight, 1170
222046, Fight, 1180
222428, Drop, 93
222624, Fight, 1190
224980, Fight, 1200
225210, Fight, 1210
225636, Touch, 1080.9357, 490.99
226810, Touch, 1231.9482, 774.0088
227283, Drop, 94
227297, Touch, 1231.9482, 774.0088
227536, Drop, 95
227954, Touch, 1145.907, 828.9844
228089, Drop, 96
228547, Touch, 602.9663, 817.9761
229144, Drop, 97
229596, Touch, 569.97253, 818.9978
229861, Touch, 569.97253, 818.9978
230147, Fight, 1220
230560, Touch, 585.9613, 407.0105
231531, Touch, 513.9441, 349.99146
232353, Fight, 1230
233504, Touch, 744.96826, 243.99536
233969, Drop, 98
234164, Drop, 99
235904, Fight, 1240
235934, Touch, 1071.417, 292.0166
236446, Touch, 1627.9413, 466.99585
236638, Touch, 1627.9413, 466.99585
237209, Touch, 1620.8954, 625.0012
237761, Drop, 100
237889, Touch, 1253.8989, 946.97754
238547, Fight, 1250
238662, Touch, 754.92737, 930.99243
239295, Touch, 367.94495, 680.00977
239318, Drop, 101
240828, Touch, 367.94495, 680.00977
240882, Fight, 1260
241643, Touch, 367.94495, 680.00977
242409, Fight, 1270
243075, Touch, 367.94495, 680.00977
243921, Fight, 1280
244392, Drop, 102
245118, Touch, 944.9634, 79.002686
245933, Touch, 789.9536, 299.0039
246486, Drop, 103
247091, Touch, 956.95496, 608.98315
248548, Touch, 1704.9042, 528.0029
249431, Drop, 104
249681, Touch, 1811.8799, 528.0029
249738, Drop, 105
251161, Touch, 1231.9482, 930.99243
252417, Touch, 1745.8923, 268.02246
253488, Touch, 1690.9479, 172.01294
254705, Fight, 1290
255000, Fight, 1300
255118, Touch, 1213.927, 228.99902
256208, Touch, 1672.9266, 275.99854
257040, Touch, 1677.9401, 149.99634
257250, Fight, 1310
258056, Fight, 1320
258445, Fight, 1330
258643, Fight, 1340
260019, Drop, 106
260264, Drop, 107
261616, Drop, 108
262021, Drop, 109
262247, Fight, 1350
262353, Drop, 110
262869, Fight, 1360
263220, Drop, 111
264983, Fight, 1370
266084, Fight, 1380
268751, Drop, 112
270998, Fight, 1390
272619, Fight, 1400
273801, Fight, 1410
273803, Fight, 1420
275843, Fight, 1430
275944, Fight, 1440
277608, Fight, 1450
277842, Fight, 1460
279938, Fight, 1470
281219, Fight, 1480
283936, Drop, 113
285162, Fight, 1490
287005, Drop, 114
287662, Drop, 115
288738, Fight, 1500
288836, Drop, 116
289011, Drop, 117
289101, Drop, 118
290967, Drop, 119
291798, Fight, 1510
292031, Drop, 120
293330, Fight, 1520
293549, Fight, 1530
294001, Drop, 121
294336, Fight, 1540
294584, Drop, 122
296246, Drop, 123
296488, Fight, 1550
297446, Fight, 1560
297560, Fight, 1570
298151, Fight, 1580
298244, Fight, 1590
298631, Fight, 1600
300585, Drop, 124
301190, Drop, 125
302798, Drop, 126
303271, Fight, 1610
303669, Fight, 1620
305070, Drop, 127
305282, Drop, 128
305640, Drop, 129
305996, Fight, 1630
306787, Fight, 1640
307557, Drop, 130
309501, Drop, 131
316388, Touch, 346.94275, 472.0056
316716, Drop, 132
317353, Touch, 807.97485, 328.0078
318201, Touch, 1670.8942, 605.9839
318759, Touch, 1670.8942, 605.9839
318881, Drop, 133
319488, Touch, 1483.9069, 845.00244
320350, Touch, 1680.921, 784.98413
320638, Touch, 1680.921, 784.98413
320848, Touch, 1680.921, 784.98413
321142, Touch, 1680.921, 784.98413
321328, Touch, 1680.921, 784.98413
321511, Touch, 1680.921, 784.98413
321712, Touch, 1680.921, 784.98413
321911, Touch, 1680.921, 784.98413
322084, Touch, 1680.921, 784.98413
322295, Touch, 1680.921, 784.98413
322929, Touch, 1530.9247, 889.99146
323446, Drop, 134
323561, Touch, 1305.9302, 922.9834
324181, Fight, 1650
324437, Touch, 718.95264, 695.9949
324793, Drop, 135
325119, Touch, 708.9258, 695.9949
325480, Fight, 1660
325648, Touch, 708.9258, 695.9949
326407, Touch, 708.9258, 695.9949
326996, Touch, 765.97046, 777.00806
327082, Drop, 136
327083, Fight, 1670
327688, Touch, 629.9304, 393.9917
328429, Touch, 636.9763, 299.99268
329214, Drop, 137
329943, Touch, 1216.908, 151.01807
330184, Fight, 1680
330265, Fight, 1690
330351, Fight, 1700
330629, Touch, 1216.908, 151.01807
330734, Drop, 138
331118, Touch, 1717.912, 168.0249
331308, Touch, 1717.912, 168.0249
331862, Touch, 1717.912, 168.0249
332094, Touch, 1717.912, 168.0249
332285, Touch, 1717.912, 168.0249
332502, Touch, 1717.912, 168.0249
332690, Touch, 1717.912, 168.0249
333257, Touch, 1379.9121, 736.99585
334183, Touch, 1924.8853, 627.0117
335521, Touch, 1814.9286, 522.99316
335811, Fight, 1710
336495, Touch, 1615.9497, 948.98804
337493, Touch, 1745.8923, 878.98315
337885, Fight, 1720
338215, Fight, 1730
338254, Touch, 1688.9154, 634.9878
338456, Fight, 1740
338537, Drop, 139
338538, Drop, 140
338919, Fight, 1750
339296, Touch, 640.9735, 368.02002
340371, Touch, 872.94617, 658.98193
341543, Touch, 1250.918, 765.99976
342115, Fight, 1760
342232, Touch, 1146.9232, 867.97485
342844, Touch, 865.968, 883.9929
342984, Drop, 141
343558, Touch, 615.9741, 554.00757
343874, Fight, 1770
344139, Drop, 142
344557, Touch, 1168.9417, 193.99658
345185, Drop, 143
345608, Touch, 1158.9148, 166.0144
346290, Touch, 1158.9148, 166.0144
346661, Drop, 144
346661, Drop, 145
347188, Touch, 315.98145, 536.01196
347772, Touch, 315.98145, 536.01196
348961, Touch, 272.96082, 687.98584
349971, Touch, 404.9359, 755.9802
350468, Drop, 146
351114, Fight, 1780
351216, Drop, 147
351533, Drop, 148
351684, Touch, 330.95398, 669.00146
352157, Fight, 1790
352926, Fight, 1800
353050, Touch, 902.959, 177.0227
353718, Fight, 1810
353812, Fight, 1820
354525, Touch, 749.91394, 302.00317
354915, Fight, 1830
355257, Touch, 852.9602, 243.99536
355511, Drop, 149
358560, Drop, 150
359535, Drop, 151
361314, Fight, 1840
361316, Fight, 1850
362385, Fight, 1860
363860, Drop, 152
364066, Fight, 1870
364278, Fight, 1880
365301, Drop, 153
365833, Drop, 154
366986, Fight, 1890
368039, Fight, 1900
370028, Fight, 1910
370369, Drop, 155
370845, Touch, 1201.9088, 295.01587
371291, Touch, 1203.9001, 302.00317
371786, Touch, 1203.9001, 302.00317
372165, Fight, 1920
372187, Touch, 1203.9001, 302.00317
372403, Touch, 1203.9001, 302.00317
372820, Drop, 156
373030, Touch, 1471.9153, 648.0066
375341, Touch, 1675.9076, 528.0029
375866, Fight, 1930
375959, Touch, 1730.9198, 564.9829
377102, Drop, 157
377325, Touch, 1763.9136, 527.01416
378327, Touch, 1738.9142, 454.01
378828, Fight, 1940
379144, Fight, 1950
379659, Drop, 158
379965, Touch, 1525.9113, 645.9961
380647, Touch, 1494.95, 812.99927
381319, Touch, 616.9226, 799.98047
383666, Touch, 585.9613, 915.9961
384312, Drop, 159
384520, Touch, 585.9613, 915.9961
384995, Drop, 160
385562, Touch, 450.9375, 839.0039
386434, Touch, 506.96594, 681.9873
386726, Fight, 1960
387417, Touch, 315.98145, 625.0012
388185, Touch, 315.98145, 625.0012
389115, Touch, 302.97363, 480.01465
390369, Fight, 1970
390404, Touch, 411.9818, 628.0005
391332, Touch, 689.95605, 642.9968
391815, Drop, 161
392209, Touch, 941.9147, 821.9971
392995, Touch, 1352.948, 780.0073
393018, Fight, 1980
393759, Drop, 162
393948, Touch, 1552.9431, 305.00244
394813, Touch, 1552.9431, 305.00244
395852, Touch, 1620.8954, 860.98755
397013, Touch, 1667.9132, 480.01465
398099, Drop, 163
398302, Fight, 1990
398529, Touch, 1636.8842, 636.9983
399284, Fight, 2000
399355, Fight, 2010
399590, Touch, 1352.948, 181.01074
400401, Fight, 2020
400615, Touch, 728.91174, 490.99
401164, Fight, 2030
401626, Touch, 902.959, 240.00732
402184, Fight, 2040
404197, Touch, 2062.8901, 85.00122
